customerID,p_oof,MonthlyCharges,Contract
1299-AURJA,0.010724301,24.7,Two year
4525-VZCZG,0.25378868,105.85,One year
1543-LLLFT,0.13525079,98.3,One year
5835-BEQEU,0.7459313,76.95,Month-to-month
2788-CJQAQ,0.042198997,19.45,One year
5565-FILXA,0.7112277,96.15,Month-to-month
0319-QZTCO,0.4235634,58.7,Month-to-month
2120-SMPEX,0.08620761,20.15,Month-to-month
0096-FCPUF,0.14365745,64.5,Month-to-month
0668-OGMHD,0.15816121,28.5,Month-to-month
5552-ZNFSJ,0.5557655,45.3,Month-to-month
2223-KAGMX,0.094683714,19.4,Month-to-month
6507-ZJSUR,0.51848906,90.45,Month-to-month
9408-HRXRK,0.42438093,105.15,Month-to-month
5593-SUAOO,0.104493625,83.15,One year
7321-PKUYW,0.5925869,90.15,Month-to-month
2833-SLKDQ,0.50411075,45.05,Month-to-month
6766-HFKLA,0.10034438,103.2,Two year
7595-EUIVN,0.7781538,75.8,Month-to-month
7617-EYGLW,0.30555448,19.45,Month-to-month
2026-TGDHM,0.6577675,79.3,Month-to-month
9220-ZNKJI,0.048818815,88.8,Two year
4030-VPZBD,0.6439948,30.9,Month-to-month
2226-ICFDO,0.016647436,85.9,Two year
0723-VSOBE,0.18518376,34.2,One year
5529-GIBVH,0.010054324,20.15,Two year
4187-CINZD,0.15616445,95.25,One year
9992-UJOEL,0.531075,50.3,Month-to-month
4741-WWJQZ,0.63647884,80.15,Month-to-month
6625-UTXEW,0.2824978,51.25,Month-to-month
6818-WOBHJ,0.19891745,89.6,Month-to-month
6244-BESBM,0.071107864,95.2,Two year
1004-NOZNR,0.14609963,94.8,One year
1251-STYSZ,0.6570188,80.25,Month-to-month
2612-PHGOX,0.0295138,76.1,Two year
2408-TZMJL,0.23685761,110.15,One year
8480-PPONV,0.07586657,115.55,Two year
8780-IHCRN,0.009468422,24.65,Two year
4598-ZADCK,0.09377491,53.6,One year
1257-SXUXQ,0.14815311,19.45,Month-to-month
9681-KYGYB,0.34169197,88.2,Month-to-month
7182-OVLBJ,0.06441976,101.15,Two year
5095-ETBRJ,0.020977633,56.8,Two year
7005-CYUIL,0.047928188,99.4,Two year
4821-WQOYN,0.008899945,20.1,Two year
4730-AWNAU,0.07008418,60.7,One year
3452-FLHYD,0.036395658,20.95,One year
2388-LAESQ,0.044242505,114.85,Two year
9531-NSBMR,0.035031345,19.25,One year
6260-ONULR,0.6126464,62.8,Month-to-month
4389-UEFCZ,0.0992786,105.5,Two year
8711-LOBKY,0.012301163,19.85,Two year
9134-CEQMF,0.69471633,89.5,Month-to-month
8985-OOPOS,0.4039134,74.1,One year
8800-ZKRFW,0.470253,107.5,Month-to-month
2616-FLVQC,0.012160052,19.55,Two year
9968-FFVVH,0.039025176,68.8,One year
3108-PCCGG,0.028594313,84.45,Two year
7993-PYKOF,0.38303033,75.0,Month-to-month
8390-FESFV,0.02351343,84.5,Two year
3022-BEXHZ,0.10170586,111.2,Two year
5027-XWQHA,0.30402094,44.75,Month-to-month
6248-TKCQV,0.021075169,80.6,Two year
6729-GDNGC,0.325403,80.7,Month-to-month
6198-ZFIOJ,0.5382358,75.6,Month-to-month
5989-OMNJE,0.10347359,57.6,One year
4566-QVRRW,0.29347053,44.05,Month-to-month
1291-CUOCY,0.06862551,110.6,Two year
9795-SHUHB,0.01579381,58.2,Two year
3230-IUALN,0.019065091,81.0,Two year
0042-RLHYP,0.0101385005,19.7,Two year
8519-IMDHU,0.5968081,85.6,Month-to-month
4945-RVMTE,0.21297628,59.55,Month-to-month
0201-OAMXR,0.13775942,115.55,One year
1866-NXPSP,0.07667519,75.55,One year
3372-KWFBM,0.69266874,86.6,Month-to-month
7831-QGOXH,0.53803635,85.2,Month-to-month
6393-WRYZE,0.564712,97.65,Month-to-month
3941-XTSKM,0.13542373,45.1,One year
1661-CZBAU,0.08377043,70.95,One year
6599-RCLCJ,0.38765022,109.55,Month-to-month
9831-BPFRI,0.10698344,89.55,One year
5158-RIVOP,0.02320196,20.9,Two year
9788-YTFGE,0.14268047,19.95,Month-to-month
9277-JOOMO,0.18945439,24.6,Month-to-month
1907-YLNYW,0.23115614,66.7,Month-to-month
1725-MIMXW,0.3752456,19.45,Month-to-month
8947-YRTDV,0.11911194,94.8,One year
3161-ONRWK,0.03425613,65.85,One year
0114-RSRRW,0.13839252,19.95,Month-to-month
4565-NLZBV,0.013300025,24.65,Two year
0031-PVLZI,0.13911977,20.35,Month-to-month
7206-GZCDC,0.8099182,69.25,Month-to-month
6682-VCIXC,0.061279353,51.25,One year
4791-QRGMF,0.23911084,99.5,One year
6475-VHUIZ,0.15151119,54.25,Month-to-month
3910-MRQOY,0.011793521,19.4,Two year
0661-WCQNQ,0.05374007,56.25,One year
7537-RBWEA,0.58227855,25.15,Month-to-month
4656-CAURT,0.008980657,23.95,Two year
0121-SNYRK,0.072516955,35.4,One year
1768-ZAIFU,0.78642887,25.2,Month-to-month
4671-LXRDQ,0.5028913,45.0,Month-to-month
3733-LSYCE,0.40123385,75.35,Month-to-month
6265-FRMTQ,0.010806091,20.4,Two year
1934-SJVJK,0.3057714,20.15,Month-to-month
3838-OZURD,0.37017572,105.0,Month-to-month
1371-DWPAZ,0.07572948,56.05,Two year
9269-CQOOL,0.4009295,54.7,Month-to-month
2017-CCBLH,0.020710247,20.0,Two year
7690-KPNCU,0.074214645,73.05,One year
0536-BGFMZ,0.06746236,20.5,Month-to-month
2293-IJWPS,0.24745432,100.75,One year
2845-HSJCY,0.56308347,87.25,Month-to-month
5469-NUJUR,0.016898777,19.95,Two year
1184-PJVDB,0.63451606,79.95,Month-to-month
2625-TRCZQ,0.32533285,49.65,Month-to-month
4102-HLENU,0.010885157,65.65,Two year
7266-GSSJX,0.15413609,20.45,Month-to-month
7722-VJRQD,0.017756771,60.95,Two year
7073-QETQY,0.03461707,20.35,One year
9415-DPEWS,0.52308244,88.35,Month-to-month
5624-RYAMH,0.18110184,19.5,Month-to-month
0196-JTUQI,0.5389224,75.2,Month-to-month
7130-YXBRO,0.30286965,111.45,Month-to-month
9272-LSVYH,0.38965538,70.15,Month-to-month
7943-RQCHR,0.76897347,94.75,Month-to-month
3793-MMFUH,0.6778236,95.05,Month-to-month
3249-ZPQRG,0.6040473,78.45,Month-to-month
2568-BRGYX,0.6651148,70.2,Month-to-month
3084-DOWLE,0.014752007,92.0,Two year
1084-MNSMJ,0.018880181,85.5,Two year
7721-JXEAW,0.22936825,41.05,Month-to-month
7249-WBIYX,0.71737474,85.6,Month-to-month
4238-HFHSN,0.2934637,82.15,Month-to-month
6250-CGGUN,0.109482214,84.4,One year
5478-JJVZK,0.13993767,60.9,Month-to-month
7596-IIWYC,0.016572269,20.25,Two year
6567-HOOPW,0.88579977,79.2,Month-to-month
9793-WECQC,0.36242944,95.3,Month-to-month
4291-HPAXL,0.32244825,19.85,Month-to-month
8999-YPYBV,0.019609611,84.35,Two year
1839-FBNFR,0.017646307,19.85,Two year
3164-AALRN,0.20849869,70.0,One year
3071-MVJCD,0.016311526,82.3,Two year
1697-BCSHV,0.15419042,66.8,Month-to-month
0562-KBDVM,0.021913534,44.6,Two year
1131-SUEKT,0.13111858,98.45,One year
3717-OEAUQ,0.5720545,70.7,Month-to-month
4538-WNTMJ,0.027425548,24.95,One year
3334-CTHOL,0.53717375,49.95,Month-to-month
4704-ERYFC,0.45712826,69.25,Month-to-month
9432-RUVSL,0.08059561,102.5,Two year
8060-HIWJJ,0.022637447,86.55,Two year
7684-XSZIY,0.008384786,24.3,Two year
9089-UOWJG,0.24730146,58.35,Month-to-month
8621-MNIHH,0.5467707,94.25,Month-to-month
8039-ACLPL,0.016207304,68.75,Two year
9885-AIBVB,0.5113608,85.8,Month-to-month
1934-MKPXS,0.027220787,20.1,One year
2592-YKDIF,0.28684178,20.35,Month-to-month
2272-JKMSI,0.2215682,110.8,One year
0471-LVHGK,0.1825187,73.0,One year
9518-RWHZL,0.22506107,100.05,One year
8714-CTZJW,0.61723465,82.85,Month-to-month
3569-EDBPQ,0.37189698,84.35,Month-to-month
3131-NWVFJ,0.03405308,19.55,One year
7521-YXVZY,0.16881357,19.95,Month-to-month
5419-CONWX,0.72042584,99.8,Month-to-month
6240-EURKS,0.3324412,35.0,Month-to-month
2373-NTKOD,0.3863695,66.25,Month-to-month
1970-KKFWL,0.013199548,23.3,Two year
6960-HVYXR,0.8225553,76.0,Month-to-month
9337-SRRNI,0.011142763,25.3,Two year
0895-UADGO,0.037163015,44.55,Two year
5678-VFNEQ,0.18669434,104.1,One year
5977-CKHON,0.2823481,92.55,Month-to-month
7024-OHCCK,0.8599888,93.85,Month-to-month
2692-BUCFV,0.4688478,101.45,Month-to-month
7861-UVUFT,0.52856916,84.3,Month-to-month
1830-GGFNM,0.058550064,94.55,Two year
5302-BDJNT,0.40286046,95.5,Month-to-month
5223-UZAVK,0.12140385,100.3,One year
4859-ZSRDZ,0.038456123,55.5,Two year
5651-WYIPH,0.25612885,49.85,Month-to-month
9350-VLHMB,0.24061564,89.55,Month-to-month
3498-LZGQZ,0.01352338,19.15,Two year
8785-CJSHH,0.5001174,99.8,Month-to-month
5357-TZHPP,0.713046,84.4,Month-to-month
3870-SPZSI,0.033752598,113.05,Two year
0680-DFNNY,0.7121097,101.1,Month-to-month
7560-QRBXH,0.03096027,19.95,One year
7077-XJMET,0.28943542,74.15,Month-to-month
8752-GHJFU,0.090669945,92.0,One year
6896-SRVYQ,0.32112652,73.85,Month-to-month
7767-UXAGJ,0.6470378,50.45,Month-to-month
4652-ODEVH,0.014103432,24.45,Two year
6510-UPNKS,0.03418038,24.8,One year
6718-BDGHG,0.094063535,64.85,One year
9046-DQMTP,0.06076557,20.75,Month-to-month
6439-LAJXL,0.17648047,68.95,Month-to-month
1571-SAVHK,0.6922463,99.95,Month-to-month
9052-VKDUW,0.301952,109.4,Month-to-month
9546-CQJSU,0.79787487,91.4,Month-to-month
1666-JZPZT,0.11238021,49.0,Month-to-month
5777-KJIRB,0.069882214,50.25,One year
0506-LVNGN,0.55123067,75.55,Month-to-month
7677-SJJJK,0.042150903,19.9,One year
2480-EJWYP,0.2739688,97.8,One year
3253-HKOKL,0.1934108,100.3,One year
7055-HNEOJ,0.39518028,55.8,Month-to-month
5514-YQENT,0.14266667,111.15,Two year
3211-AAPKX,0.49880713,98.55,Month-to-month
8445-DNBAE,0.6799086,50.05,Month-to-month
2951-QOQTK,0.5543151,80.8,Month-to-month
2958-NHPPS,0.084415674,20.85,Month-to-month
6806-YDEUL,0.1795407,19.5,Month-to-month
1735-XMJVH,0.16196203,19.35,Month-to-month
6890-PFRQX,0.1537327,69.5,Month-to-month
0222-CNVPT,0.2620772,48.8,Month-to-month
5899-OUVKV,0.5144446,94.5,Month-to-month
8681-ICONS,0.078466356,20.65,Month-to-month
1621-YNCJH,0.08013464,106.05,Two year
3473-XIIIT,0.62129444,100.0,Month-to-month
6362-QHAFM,0.311349,108.3,One year
7893-IXHRQ,0.31120396,20.55,Month-to-month
3070-BDOQC,0.16145495,99.65,Two year
2952-QAYZF,0.6843275,85.3,Month-to-month
6234-PFPXL,0.29758406,95.9,Month-to-month
9824-QCJPK,0.023066318,20.0,One year
4763-PGDPO,0.5497208,70.4,Month-to-month
4283-IVYCI,0.12717466,64.95,Month-to-month
1866-OBPNR,0.73387796,74.6,Month-to-month
8205-MQUGY,0.21633664,49.2,Month-to-month
8970-ANWXO,0.13567613,73.75,One year
9480-BQJEI,0.09019311,92.3,One year
5394-SVGJV,0.2709352,98.8,Month-to-month
6979-TNDEU,0.13369532,19.2,Month-to-month
9777-WJJPR,0.33271107,88.65,Month-to-month
9283-LZQOH,0.5178814,74.4,Month-to-month
7079-QRCBC,0.6441835,98.75,Month-to-month
9495-SKLKD,0.33969814,95.95,Month-to-month
6048-UWKAL,0.08301173,105.4,Two year
5067-DGXLL,0.1917364,20.25,Month-to-month
5469-CTCWN,0.20014781,106.0,One year
9851-QXEEQ,0.5187917,104.7,Month-to-month
6281-FKEWS,0.22396272,49.05,One year
8898-KASCD,0.061162606,35.55,One year
9242-TKFSV,0.021578059,65.1,Two year
9290-SHCMB,0.7281486,96.85,Month-to-month
0743-HNPFG,0.067286916,69.75,One year
2277-BKJKN,0.1156731,99.2,Two year
9809-IMGCQ,0.638252,96.7,Month-to-month
5208-HFSBT,0.37081644,55.05,Month-to-month
5035-PGZXH,0.37347096,106.8,One year
8695-WDYEA,0.51689786,51.25,Month-to-month
6543-JXSOO,0.0499461,57.75,One year
8016-ZMGMO,0.06553049,70.85,One year
8605-ITULD,0.289712,19.55,Month-to-month
3254-YRILK,0.5849478,88.2,Month-to-month
6416-YJTTB,0.42341438,79.5,Month-to-month
2667-WYLWJ,0.054413877,19.75,One year
4472-VESGY,0.22376966,98.15,Month-to-month
3195-TQDZX,0.2572667,20.25,Month-to-month
3128-YOVTD,0.19583972,79.15,Month-to-month
0529-ONKER,0.5718364,75.65,Month-to-month
1728-CXQBE,0.4011313,94.25,Month-to-month
7041-TXQJH,0.244815,40.2,Month-to-month
5014-GSOUQ,0.0155911995,19.95,Two year
5724-BIDBU,0.09271533,55.35,One year
0481-SUMCB,0.319413,102.15,One year
1769-GRUIK,0.5158608,71.1,Month-to-month
5240-IJOQT,0.8844784,74.7,Month-to-month
8819-WFGGJ,0.029288897,54.1,Two year
7427-AUFPY,0.014469643,19.65,Two year
2811-POVEX,0.42297935,88.45,Month-to-month
1092-GANHU,0.48128793,76.65,Month-to-month
7898-PDWQE,0.017339382,80.4,Two year
9972-EWRJS,0.012189097,19.25,Two year
9314-IJWSQ,0.67169803,84.8,Month-to-month
0661-XEYAN,0.6363658,25.8,Month-to-month
5799-JRCZO,0.011529378,19.5,Two year
1921-KYSAY,0.12624738,68.6,One year
6198-RTPMF,0.53572726,92.6,Month-to-month
2924-KHUVI,0.30686837,100.55,One year
1925-GMVBW,0.15325461,20.55,Month-to-month
7881-EVUAD,0.6283244,42.6,Month-to-month
6184-DYUOB,0.19041628,19.6,Month-to-month
9207-ZPANB,0.05480529,67.45,One year
5766-XQXMQ,0.14114353,68.85,Month-to-month
9327-QSDED,0.24797742,43.55,Month-to-month
1656-DRSMG,0.31364134,109.85,Month-to-month
3012-VFFMN,0.1205125,20.65,Month-to-month
2984-AFWNC,0.70134205,95.4,Month-to-month
0640-YJTPY,0.009408633,21.0,Two year
8096-LOIST,0.2962206,56.2,Month-to-month
9764-REAFF,0.018157627,18.4,Two year
3703-VAVCL,0.5101375,90.0,Month-to-month
7107-UBYKY,0.1453158,25.75,Month-to-month
4881-GQJTW,0.10216521,19.6,Month-to-month
8519-QJGJD,0.44978088,75.35,Month-to-month
7876-DNYAP,0.009963922,19.8,Two year
7905-NJMXS,0.24149573,64.2,Month-to-month
2882-WDTBA,0.016775444,75.75,Two year
2091-GPPIQ,0.037960846,78.95,Two year
6326-MTTXK,0.6835628,100.85,Month-to-month
5071-FBJFS,0.3783329,50.3,Month-to-month
2796-UUZZO,0.16694655,80.3,Month-to-month
2429-AYKKO,0.010833875,19.85,Two year
9798-OPFEM,0.029468924,21.1,Two year
0330-IVZHA,0.5567813,69.95,Month-to-month
3794-NFNCH,0.16696316,50.0,Month-to-month
5193-QLVZB,0.11047218,104.75,Two year
7114-AEOZE,0.017057601,19.85,Two year
2886-KEFUM,0.27564016,107.5,One year
5522-NYKPB,0.34947443,85.9,Month-to-month
4237-RLAQD,0.544741,45.85,Month-to-month
9957-YODKZ,0.70022184,80.8,Month-to-month
6518-KZXCB,0.014644397,25.25,Two year
2245-ADZFJ,0.02549774,80.55,Two year
7776-QGYJC,0.2976286,81.5,Month-to-month
9313-QOLTZ,0.0581202,20.9,Month-to-month
9651-GTSAQ,0.22723982,106.1,One year
3186-BAXNB,0.6839437,91.7,Month-to-month
4672-FOTSD,0.21952195,67.25,Month-to-month
0637-YLETY,0.51149493,95.6,Month-to-month
9818-XQCUV,0.16857252,20.35,Month-to-month
7338-ERIVA,0.05693724,45.05,One year
1157-BQCUW,0.8348393,74.95,Month-to-month
8259-NFJTV,0.23091143,34.65,Month-to-month
3223-DWFIO,0.5776126,69.35,Month-to-month
2660-EMUBI,0.7862176,95.35,Month-to-month
6968-GMKPR,0.35254624,81.55,Month-to-month
4751-ERMAN,0.033654034,75.4,Two year
1436-ZMJAN,0.302909,67.8,Month-to-month
3292-PBZEJ,0.7376551,111.4,Month-to-month
0799-DDIHE,0.19232364,46.3,Month-to-month
3070-FNFZQ,0.010215397,20.4,Two year
2812-SFXMJ,0.34591284,20.05,Month-to-month
7675-OZCZG,0.46699584,45.0,Month-to-month
5014-WUQMG,0.13352191,96.1,One year
5312-TSZVC,0.04302449,19.65,One year
2003-CKLOR,0.31182927,99.5,Month-to-month
0993-OSGPT,0.04474679,60.65,One year
9254-RBFON,0.22878528,98.6,One year
1205-WNWPJ,0.19815582,59.5,Month-to-month
9391-EOYLI,0.68984973,80.45,Month-to-month
7108-DGVUU,0.12672853,71.7,One year
2782-JEEBU,0.16721527,36.0,Month-to-month
5127-BZENZ,0.054518674,65.2,One year
2720-FVBQP,0.34195688,48.95,Month-to-month
9906-NHHVC,0.03759573,53.5,Two year
4522-XRWWI,0.072618835,80.45,One year
3766-EJLFL,0.06526122,109.05,Two year
5939-SXWHM,0.01525951,26.3,Two year
8152-UOBNY,0.3168235,106.8,One year
7351-KYHQH,0.36937213,64.95,Month-to-month
7643-RCHXS,0.017307522,19.35,Two year
8246-SHFGA,0.070501,21.1,Month-to-month
8387-MOJJT,0.27725056,77.95,Month-to-month
0620-XEFWH,0.098920226,18.85,Month-to-month
6485-QXWWE,0.010889655,26.0,Two year
2761-OCIAX,0.6790046,74.7,Month-to-month
7321-VGNKU,0.6826722,70.35,Month-to-month
5327-CNLUQ,0.077313334,96.9,Two year
7552-KEYGT,0.014407381,19.55,Two year
5816-JMLGY,0.022046119,80.4,Two year
3068-OMWZA,0.87436676,88.8,Month-to-month
2927-QRRQV,0.20723031,94.65,One year
6032-KRXXO,0.52028805,90.25,Month-to-month
7459-RRWQZ,0.24618968,64.65,Month-to-month
6265-SXWBU,0.08219529,95.75,One year
7941-RCJOW,0.014518813,19.55,Two year
6374-NTQLP,0.061590057,104.1,Two year
4154-AQUGT,0.4608141,89.05,Month-to-month
2387-KDZQY,0.049973644,20.1,One year
3584-WKTTW,0.2535815,111.55,One year
3399-BMLVW,0.017157827,60.5,Two year
1971-DTCZB,0.021109154,90.95,Two year
3092-IGHWF,0.07065344,87.4,One year
3374-PZLXD,0.0665502,19.7,Month-to-month
3813-DHBBB,0.019598069,50.95,Two year
2812-REYAT,0.0358842,20.05,One year
6518-PPLMZ,0.017636135,19.4,Two year
4939-KYYPY,0.13768442,59.45,Month-to-month
8017-LXHFA,0.5647028,94.75,Month-to-month
5930-GBIWP,0.016177913,81.5,Two year
6022-KOUQO,0.394904,29.05,Month-to-month
6352-TWCAU,0.5362426,86.45,Month-to-month
2361-UPSND,0.06378795,70.6,One year
6035-RIIOM,0.12051963,97.2,Two year
2929-QNSRW,0.28286457,98.25,One year
1262-OPMFY,0.44402206,75.75,Month-to-month
9504-DSHWM,0.15219887,59.2,Month-to-month
5035-BVCXS,0.46249303,75.9,Month-to-month
6267-DCFFZ,0.5905872,90.05,Month-to-month
3533-UVMOM,0.0161506,70.95,Two year
2439-LYPMQ,0.5629498,102.6,Month-to-month
4248-QPAVC,0.3916,85.35,Month-to-month
1899-VXWXM,0.26476288,106.1,One year
1478-VPOAD,0.5566174,43.8,Month-to-month
9995-HOTOH,0.04694609,59.0,Two year
2988-PLAHS,0.42112303,69.95,One year
1371-OJCEK,0.032814324,24.35,One year
4999-IEZLT,0.034031734,29.45,One year
8883-ANODQ,0.025673307,84.4,Two year
4690-LLKUA,0.28263146,45.05,Month-to-month
2351-RRBUE,0.05123183,20.65,One year
5980-BDHPY,0.018343465,87.1,Two year
1498-DQNRX,0.066228844,19.85,Month-to-month
9469-WEJBT,0.25501293,90.35,Month-to-month
3331-HQDTW,0.3815063,109.8,Month-to-month
9490-DFPMD,0.47483322,84.65,Month-to-month
2581-VKIRT,0.0388703,65.5,One year
5442-XSDCW,0.56472474,79.5,Month-to-month
7426-WEIJX,0.2858363,80.95,Month-to-month
2851-MMUTZ,0.13197428,56.15,Month-to-month
3049-NDXFL,0.78691363,85.8,Month-to-month
8580-AECUZ,0.84387815,79.1,Month-to-month
3307-TLCUD,0.17458272,34.4,Month-to-month
6625-FLENO,0.011645681,20.75,Two year
2967-MXRAV,0.10141711,18.8,One year
7963-GQRMY,0.28670332,44.3,Month-to-month
8189-HBVRW,0.20363052,90.8,Month-to-month
4163-KIUHY,0.13084704,25.6,Month-to-month
1228-FZFRV,0.2843353,105.95,Month-to-month
3500-NSDOA,0.020203277,70.8,Two year
1171-TYKUR,0.09427183,25.4,Month-to-month
3761-FLYZI,0.36908102,108.8,Month-to-month
2058-DCJBE,0.6321147,69.75,Month-to-month
5364-XYIRR,0.43293577,94.65,Month-to-month
4829-AUOAX,0.3544971,96.05,Month-to-month
1219-NNDDO,0.6430586,76.85,Month-to-month
8388-DMKAE,0.020695953,20.25,Two year
4403-BWPAY,0.062182054,24.8,One year
9659-QEQSY,0.38366318,115.65,Month-to-month
5405-ZMYXQ,0.588243,74.6,Month-to-month
5047-LHVLY,0.6411185,50.15,Month-to-month
1442-OKRJE,0.16561018,103.15,One year
4737-AQCPU,0.01654239,72.1,Two year
9158-VCTQB,0.34268162,113.6,Month-to-month
2808-CHTDM,0.013949321,25.1,Two year
6311-UEUME,0.5136348,78.9,Month-to-month
0793-TWELN,0.6587843,80.15,Month-to-month
3283-WCWXT,0.021665877,25.4,Two year
1060-ENTOF,0.14021538,105.4,One year
0999-QXNSA,0.3715362,45.75,Month-to-month
5451-MHQOF,0.041247446,24.45,One year
4836-WNFNO,0.009050148,25.0,Two year
9225-BZLNZ,0.046168953,85.25,Two year
0354-VXMJC,0.010918125,19.6,Two year
4422-QVIJA,0.13872512,50.15,Month-to-month
9365-SRSZE,0.5085964,70.55,Month-to-month
6839-ITVZJ,0.17928174,60.05,Month-to-month
8332-OSJDW,0.038431067,26.4,One year
4735-BJKOU,0.012325978,20.15,Two year
0274-JKUJR,0.20462176,58.85,Month-to-month
5740-YHGTW,0.24484108,97.55,Month-to-month
8917-SZTTJ,0.011140241,19.65,Two year
1696-MZVAU,0.07290503,25.25,One year
7359-WWYJV,0.056714512,114.45,Two year
0375-HVGXO,0.7237191,34.7,Month-to-month
4906-ZHGPK,0.08085836,70.7,One year
8593-WHYHV,0.7877854,85.3,Month-to-month
3795-GWTRD,0.014421085,75.55,Two year
1298-PHBTI,0.04773999,84.8,Two year
6223-DHJGV,0.035871692,20.65,One year
6961-MJKBO,0.014869173,20.45,Two year
6097-EQISJ,0.18115309,102.45,One year
4423-YLHDV,0.49732855,104.4,Month-to-month
8158-WPEZG,0.2886471,35.65,Month-to-month
0107-YHINA,0.87596416,99.75,Month-to-month
4918-FYJNT,0.24355802,90.45,Month-to-month
0727-BNRLG,0.044636056,97.65,Two year
4854-CIDCF,0.6599174,73.85,Month-to-month
8640-SDGKB,0.3784033,74.4,Month-to-month
3280-MRDOF,0.038079888,69.1,Two year
6435-SRWBJ,0.69805384,82.75,Month-to-month
9964-WBQDJ,0.012657659,24.4,Two year
6303-KFWSL,0.1273693,55.25,One year
1702-CCFNJ,0.1408628,61.35,Month-to-month
8932-CZHRQ,0.06630507,76.75,One year
0386-CWRGM,0.013986828,19.4,Two year
5515-RUGKN,0.29080305,54.75,Month-to-month
0404-AHASP,0.008899793,19.7,Two year
7279-NMVJC,0.037850432,19.9,One year
2081-VEYEH,0.7547,107.95,Month-to-month
6407-UTSLV,0.70877546,83.8,Month-to-month
4116-TZAQJ,0.38159224,74.25,Month-to-month
9060-HJJRW,0.16535471,56.4,One year
2587-YNLES,0.021829605,20.1,Two year
7398-SKNQZ,0.75068885,94.9,Month-to-month
5935-FCCNB,0.6900255,94.2,Month-to-month
1958-RNRKS,0.1629474,49.9,Month-to-month
5136-RGMZO,0.19872789,71.05,Month-to-month
8345-MVDYC,0.023381624,81.65,Two year
8226-BXGES,0.04605066,89.45,One year
3877-JRJIP,0.70888263,59.85,Month-to-month
8375-DKEBR,0.8093406,69.6,Month-to-month
9705-IOVQQ,0.23683996,99.0,One year
1015-OWJKI,0.28591722,19.05,Month-to-month
7511-YMXVQ,0.42454946,45.4,Month-to-month
2040-XBAVJ,0.046344876,114.45,Two year
7551-JOHTI,0.289712,19.5,Month-to-month
8887-IPQNC,0.2960441,44.25,Month-to-month
8646-JCOMS,0.06683128,90.55,One year
9804-ICWBG,0.82737917,69.9,Month-to-month
1222-KJNZD,0.0909614,20.4,Month-to-month
0106-GHRQR,0.23970842,71.4,Month-to-month
5318-IXUZF,0.6681862,87.15,Month-to-month
3768-VHXQO,0.008732022,24.85,Two year
8952-WCVCD,0.18276891,104.45,One year
2418-TPEUN,0.017041866,19.8,Two year
3963-RYFNS,0.04272891,116.45,Two year
3198-VELRD,0.6979139,84.75,Month-to-month
8540-ZQGEA,0.011159763,20.05,Two year
1320-REHCS,0.40313798,110.75,Month-to-month
4137-JOPHL,0.02993098,89.7,Two year
9436-ZBZCT,0.5986032,89.95,Month-to-month
7801-CEDNV,0.042841412,48.7,One year
2057-BOYKM,0.037846804,96.6,Two year
3658-QQJYD,0.07525773,74.3,One year
1803-BGNBD,0.28404972,54.3,Month-to-month
0134-XWXCE,0.1252464,74.85,One year
6950-TWMYB,0.02376088,79.95,Two year
5848-FHRFC,0.009833332,20.05,Two year
2243-FNMMI,0.06962899,19.4,Month-to-month
2511-MORQY,0.05875584,54.9,One year
5356-KZCKT,0.01823573,24.45,Two year
9470-XCCEM,0.36916828,89.65,Month-to-month
6519-CFDBX,0.6990207,45.4,Month-to-month
3902-MIVLE,0.014872532,75.7,Two year
0409-WTMPL,0.16852318,110.65,One year
8763-KIAFH,0.02690342,20.55,One year
3669-WHAFY,0.03719721,115.15,Two year
3055-VTCGS,0.067085855,58.55,One year
3144-KMTWZ,0.20645438,93.25,Month-to-month
7279-BUYWN,0.44352743,113.2,Month-to-month
7156-MHUGY,0.6303729,90.5,Month-to-month
7198-GLXTC,0.7109073,79.0,Month-to-month
2007-QVGAW,0.0126277665,19.35,Two year
5207-PLSTK,0.4841345,48.75,Month-to-month
2307-FYNNL,0.13161813,109.05,Two year
5605-XNWEN,0.017501308,25.0,Two year
2155-AMQRX,0.14444542,54.9,Month-to-month
6181-AXXYF,0.008515585,24.75,Two year
5091-HFAZW,0.7436805,91.15,Month-to-month
0516-VRYBW,0.021414772,20.15,One year
2519-LBNQL,0.3570743,104.35,One year
8623-ULFNQ,0.25050002,66.05,Month-to-month
8380-PEFPE,0.8290871,71.65,Month-to-month
5687-DKDTV,0.17037956,20.35,Month-to-month
1568-LJSZU,0.015270482,92.2,Two year
7530-HDYDS,0.2526224,84.25,Month-to-month
7789-HKSBS,0.36329058,105.2,One year
7416-CKTEP,0.017740827,19.6,Two year
2586-CWXVV,0.1800475,30.4,Month-to-month
3096-IZETN,0.48056632,78.1,Month-to-month
2348-KCJLT,0.06019496,61.5,One year
8401-EMUWF,0.14315537,69.4,Month-to-month
4193-IBKSW,0.009575186,24.75,Two year
5377-NDTOU,0.017489545,91.05,Two year
5922-ABDVO,0.3777152,89.65,Month-to-month
2474-LCNUE,0.19386779,73.65,Month-to-month
0839-QNXME,0.010197054,19.4,Two year
3506-OVLKD,0.03201174,26.2,One year
9172-ANCRX,0.7712346,98.7,Month-to-month
6650-VJONK,0.5353027,43.85,Month-to-month
2178-PMGCJ,0.32642546,69.7,Month-to-month
7492-TAFJD,0.034416165,38.55,Two year
2773-MADBQ,0.026355892,53.1,Two year
